Latitude	Longitude	Elevation
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
40.83675000	-73.3452100	82.0
